tipo,geojson,geom
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.3002028534513,-34.7159421087389]}",0101000020E61000009DDE0E0C6D264DC0776EB3FDA35B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2996024256305,-34.7164538207444]}",0101000020E61000004CF14D5F59264DC0859840C2B45B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2989170380386,-34.7170478689133]}",0101000020E6100000E84BDBE942264DC016537D39C85B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2912960098865,-34.7191905405977]}",0101000020E610000078F5093049254DC0DABA856F0E5C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2918648585718,-34.7189048689215]}",0101000020E61000007735E3D35B254DC0FA792213055C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2924273166909,-34.7185959620415]}",0101000020E610000084D220426E254DC0C100D6F3FA5B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2931747730167,-34.7181878705631]}",0101000020E61000003B0F3FC086254DC0EA398494ED5B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2937487414967,-34.7178975347975]}",0101000020E610000017FC0A8F99254DC0C4EA0011E45B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2945621280046,-34.7174930235784]}",0101000020E6100000C7353936B4254DC055B0B7CFD65B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2953193686179,-34.7171163440797]}",0101000020E6100000660B6B06CD254DC0EE9FE677CA5B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.3010128308858,-34.7142668866207]}",0101000020E61000005A2AA49687264DC06553EB186D5B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.3002134901197,-34.7146555543234]}",0101000020E6100000EBF048656D264DC0AADC4CD5795B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2993754516051,-34.7150787235745]}",0101000020E61000003CEF4EEF51264DC0B4E819B3875B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2985743727873,-34.7155004087001]}",0101000020E6100000C8455FAF37264DC01AD27384955B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2977594775734,-34.7159027853265]}",0101000020E6100000372089FB1C264DC0D50BD5B3A25B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.296895691211,-34.7163254155756]}",0101000020E6100000880992AD00264DC071981C8DB05B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2960782560092,-34.7167242519213]}",0101000020E6100000DA4E6DE4E5254DC04620CB9EBD5B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2796595004697,-34.7413659056302]}",0101000020E61000003A44ECE1CB234DC08986F713E55E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2800031535243,-34.7408950596287]}",0101000020E6100000F194B124D7234DC0C36F39A6D55E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2803468026036,-34.7404242125072]}",0101000020E6100000395C6E67E2234DC041F17838C65E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2808256512475,-34.7397681121864]}",0101000020E610000037FE4D18F2234DC0683BB4B8B05E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2812911733474,-34.7391053682988]}",0101000020E61000001A17635901244DC01D9234019B5E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2821832500474,-34.7378762614173]}",0101000020E61000005D37AB941E244DC018A4B5BA725E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.28174185467,-34.7384878653605]}",0101000020E61000006CDCF91D10244DC0AF1B37C5865E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2826573826799,-34.7372178159962]}",0101000020E6100000A04AFB1D2E244DC0BBDD44275D5E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2831153989054,-34.736582919435]}",0101000020E610000073A519203D244DC0F6E15E59485E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2167654220149,-34.8029663635619]}",0101000020E6100000903A27F8BE1B4DC0AAA40F9AC76641C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2144821192943,-34.8075975141923]}",0101000020E610000012F96B26741B4DC0BAE4F75A5F6741C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2149615863355,-34.8067872762905]}",0101000020E6100000879A7BDC831B4DC08E3F33CE446741C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2155319551309,-34.8058131476183]}",0101000020E6100000DD43158D961B4DC089DA9DE2246741C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.216032298467,-34.8048921351598]}",0101000020E6100000CC6544F2A61B4DC0D1A89AB4066741C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2588029187662,-34.7078016962186]}",0101000020E6100000E21A3C7420214DC0FDA7F83E995A41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2569269815759,-34.7087234506419]}",0101000020E61000000CAABBFBE2204DC02D353573B75A41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.255402351142,-34.7094725510263]}",0101000020E6100000F9BC3406B1204DC0A7081EFFCF5A41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2538433386396,-34.7102383780696]}",0101000020E6100000E1E142F07D204DC023165717E95A41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2522409807764,-34.7110254683138]}",0101000020E6100000A992B56E49204DC0F683EEE1025B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2507964757759,-34.7116921471538]}",0101000020E610000073B452191A204DC0436C70BA185B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2487086521171,-34.7124274570734]}",0101000020E6100000A18963AFD51F4DC08A73AAD2305B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2475786428269,-34.7128254139959]}",0101000020E610000093102FA8B01F4DC05B6FF8DC3D5B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2463529769415,-34.7132570420194]}",0101000020E61000003A9E8D7E881F4DC0B38EBA014C5B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.267074033667,-34.7050392941033]}",0101000020E6100000F51A607B2F224DC0CC4843BA3E5A41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2652945324946,-34.7054700491608]}",0101000020E61000009F6FD62BF5214DC004BAB2D74C5A41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2635125007485,-34.7059013859093]}",0101000020E6100000A96612C7BA214DC0355703FA5A5A41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2702400057015,-34.703880079756]}",0101000020E61000008B47793997224DC0D26D11BE185A41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.28156653359,-34.6930344494943]}",0101000020E61000006AB5465F0A244DC025CA535AB55841C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2803532823288,-34.6938862482102]}",0101000020E6100000D176C99DE2234DC0779ABB43D15841C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2791476432752,-34.694800866622]}",0101000020E6100000B24F271CBB234DC0DDAF1B3CEF5841C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2127003968043,-34.8092247207973]}",0101000020E61000006E0F40C4391B4DC03978F7AC946741C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2115939197286,-34.809770445521]}",0101000020E610000024A27282151B4DC0D463D68EA66741C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2028678629382,-34.8123399294394]}",0101000020E6100000535DFA92F7194DC0B3163BC1FA6741C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.3080111972084,-34.6930723315652]}",0101000020E6100000F06731E96C274DC0DDEA1A98B65841C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.3068308442876,-34.6940211904358]}",0101000020E610000044CFAC3B46274DC087D3B5AFD55841C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.3227787391616,-34.6641756065161]}",0101000020E6100000834550D050294DC0D364CEB4035541C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2198754548736,-34.7304808257251]}",0101000020E610000002F0FFE0241C4DC0146C4C65805D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2211230196596,-34.7293468421975]}",0101000020E610000059EA54C24D1C4DC0F156C13C5B5D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2223700365398,-34.7282133115731]}",0101000020E61000004346119F761C4DC0F5DB0218365D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2236773159564,-34.7270249542805]}",0101000020E6100000E0715275A11C4DC0570159270F5D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.224927149011,-34.7258887711492]}",0101000020E61000000A7EAE69CA1C4DC04D4F5AECE95C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2261723495073,-34.7247567542923]}",0101000020E610000052322E37F31C4DC0C99E4ED4C45C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2275552649943,-34.7234994874607]}",0101000020E61000007397EA87201D4DC083A896A19B5C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2288643256008,-34.7223093141387]}",0101000020E61000009CD61C6D4B1D4DC038E9B0A1745C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2757420547547,-34.7614649401903]}",0101000020E6100000CFA601844B234DC08295E3AE776141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2753278472696,-34.7619903868497]}",0101000020E6100000BBD961F13D234DC05FB1A7E6886141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2742001803338,-34.7620752618799]}",0101000020E6100000A08BD3FD18234DC0B06EA3AE8B6141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2734043023769,-34.7616663285555]}",0101000020E6100000B3A584E9FE224DC021CE41487E6141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2723873964903,-34.7611409173906]}",0101000020E610000056E21797DD224DC086EBC9106D6141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2715838176969,-34.7607103485757]}",0101000020E6100000BF902F42C3224DC03C6EEAF45E6141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2707858269767,-34.7602914743451]}",0101000020E6100000E78A271CA9224DC0ADDE243B516141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.270032945205,-34.7598977373638]}",0101000020E6100000C13F867090224DC018243D54446141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2692111650965,-34.7594684832976]}",0101000020E61000005DE7EE8275224DC0920D6543366141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2665985086981,-34.7580061875781]}",0101000020E6100000A30262E61F224DC028E8C458066141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2658203635384,-34.7575691808611]}",0101000020E61000000A01D46606224DC0C120E406F86041C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2649523663862,-34.7570839066282]}",0101000020E610000036508AF5E9214DC0E3A51D20E86041C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2641013183958,-34.7566097013716]}",0101000020E61000008FAB6E12CE214DC0169D3196D86041C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2632660582736,-34.7561477775762]}",0101000020E61000004A37C3B3B2214DC0FBD04B73C96041C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.262457936871,-34.7557110664637]}",0101000020E6100000E6B7BF3898214DC0EAD7E523BB6041C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2614867721751,-34.7551738344489]}",0101000020E61000000C6A076678214DC064E04489A96041C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2607477435377,-34.7547458231623]}",0101000020E61000000A809B2E60214DC024A3D9829B6041C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2762543317228,-34.7605055798802]}",0101000020E610000058104C4D5C234DC06901313F586141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2754541619921,-34.7600986729352]}",0101000020E6100000C7A6FC1442234DC0A7FECEE94A6141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2746539301637,-34.7596907258383]}",0101000020E6100000ADE227DC27234DC06746B38B3D6141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2738390126159,-34.759281417116]}",0101000020E6100000F5C621280D234DC0A07C2B22306141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2730875629615,-34.7588975487289]}",0101000020E610000098EE8388F4224DC00F670C8E236141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2718214039933,-34.7578224579347]}",0101000020E61000007D40340BCB224DC079808853006141C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2654732697408,-34.7542367151153]}",0101000020E6100000DCBF3107FB214DC0726E24D48A6041C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2647466303624,-34.7538292765051]}",0101000020E6100000F690B337E3214DC0A6AD4C7A7D6041C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2639873601019,-34.7534044379474]}",0101000020E6100000FD187B56CA214DC09CD27E8E6F6041C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2632412670047,-34.7529875340579]}",0101000020E6100000185FCCE3B1214DC0828940E5616041C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2624915361848,-34.7525695694945]}",0101000020E610000003B2995299214DC0C4781C33546041C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.261474033443,-34.7511621119448]}",0101000020E610000002322BFB77214DC00F668014266041C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2690550483734,-34.7492817366499]}",0101000020E610000037CB546570224DC06833C576E85F41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2686025603819,-34.7499504832696]}",0101000020E61000002C3B969161224DC093A19F60FE5F41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2681660354891,-34.7505956252019]}",0101000020E61000006E29C04353224DC09F617784136041C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2058407545788,-34.8116342242417]}",0101000020E6100000C98C66FD581A4DC060B758A1E36741C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.3199846417235,-34.6841859230241]}",0101000020E61000005CB6B941F5284DC0D2E28167935741C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.3184594767974,-34.6846487312854]}",0101000020E61000001BF9B647C3284DC0310FD391A25741C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.316088473557,-34.6865256788741]}",0101000020E6100000F8484C9675284DC06D50CD12E05741C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.3008323463355,-34.7130367290512]}",0101000020E6100000838BA0AC81264DC0960F9CC9445B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.3001666559293,-34.7124714159092]}",0101000020E6100000714869DC6B264DC014556B43325B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2994953479586,-34.7119106068209]}",0101000020E6100000AD6412DD55264DC059FC02E31F5B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2839671753885,-34.7354074237925]}",0101000020E61000002AB7510959244DC0593699D4215E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2836031741809,-34.7359102245133]}",0101000020E61000001113DB1B4D244DC0D589654E325E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2844437858987,-34.7347502202773]}",0101000020E61000001EFE6AA768244DC0F168934B0C5E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2849121238786,-34.7341310043231]}",0101000020E610000073251F0078244DC00C463701F85D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2853388641406,-34.7335331585907]}",0101000020E61000007EE1E0FB85244DC0D9561F6AE45D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2857878673608,-34.7329043046187]}",0101000020E610000043F463B294244DC0ACB7E9CECF5D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2862535593857,-34.7322521908474]}",0101000020E610000073F6E5F4A3244DC09B0E9670BA5D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2867581949903,-34.7315458038974]}",0101000020E6100000F2AB167EB4244DC0F5A1FB4AA35D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.287476343166,-34.7305351337172]}",0101000020E6100000C9225A06CC244DC07EF2DD2C825D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2871247866776,-34.7310336026003]}",0101000020E61000005C534881C0244DC000B95382925D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.287976220967,-34.729826379136]}",0101000020E6100000178AA167DC244DC0DB1267F36A5D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.288355924412,-34.729289309805]}",0101000020E6100000877AD0D8E8244DC0AB77235A595D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2888607599833,-34.7285619757742]}",0101000020E6100000EE9CAE63F9244DC09B87D184415D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2893854612863,-34.7279287688354]}",0101000020E6100000C71432950A254DC09DFB17C52C5D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2898958156901,-34.7272357726926]}",0101000020E610000073D15B4E1B254DC01519D20F165D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2903536278161,-34.726621853815]}",0101000020E610000061DFC34E2A254DC0E058E5F1015D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2908695137069,-34.7259316192696]}",0101000020E6100000206354363B254DC095F2C953EB5C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2913836867334,-34.7252300051865]}",0101000020E6100000CF8D860F4C254DC0542D3956D45C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2918474023313,-34.7245137616616]}",0101000020E6100000C23774415B254DC056EBEFDDBC5C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2923779864704,-34.7239150795648]}",0101000020E6100000F9FA50A46C254DC0F8E7D33FA95C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2928126928456,-34.7233212295757]}",0101000020E61000000BD0E5E27A254DC0DFC340CA955C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2932712782488,-34.7226635579294]}",0101000020E6100000AB77CAE989254DC0AEA84D3D805C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2936316494854,-34.7220242675888]}",0101000020E610000023CECDB895254DC0301B8C4A6B5C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2775936341623,-34.7367780673771]}",0101000020E610000004272E3088234DC0BDE563BE4E5E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2780730902436,-34.7361095831234]}",0101000020E61000003C3F26E697234DC0C4E4BCD6385E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2785219497237,-34.7354455627348]}",0101000020E61000000DA4749BA6234DC099F78714235E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2789588171491,-34.7347966107137]}",0101000020E6100000034B2AECB4234DC0121DBAD00D5E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2798737411911,-34.7334345850174]}",0101000020E61000006AB61AE7D2234DC0E0333A2FE15D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.280379921343,-34.7328032462329]}",0101000020E6100000C54F407DE3234DC0847C2C7FCC5D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2808814972182,-34.7321473837978]}",0101000020E6100000434DC6ECF3234DC0BDA16601B75D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.281839075866,-34.7308972940719]}",0101000020E610000025CA864D13244DC00863E30A8E5D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2827978814959,-34.7296369612995]}",0101000020E6100000913392B832244DC0FC5D73BE645D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2832299171455,-34.7290509775458]}",0101000020E6100000BEB1BFE040244DC086D6DC8A515D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2837113319675,-34.7283945868527]}",0101000020E6100000092726A750244DC0CC8EA8083C5D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2841957029913,-34.7277398833612]}",0101000020E61000007301598660244DC0FD839B94265D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2846612629294,-34.7271237368326]}",0101000020E6100000255CBFC76F244DC0B0EBFE63125D41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2851296291505,-34.7265037166204]}",0101000020E61000003E29B0207F244DC050A7E312FE5C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2680373517963,-34.8203539688021]}",0101000020E61000002F09460C4F224DC00693DD5B016941C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2857088448103,-34.7257340425335]}",0101000020E6100000AD51801B92244DC03F2365DAE45C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2863760905592,-34.7248325328652]}",0101000020E610000074A7C3F8A7244DC0CEDDFB4FC75C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2868278532501,-34.7242030564508]}",0101000020E610000040A56CC6B6244DC04B8F8DAFB25C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2870947838511,-34.7238295845326]}",0101000020E610000016BF9985BF244DC0E8B8A472A65C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.287594059294,-34.7231284777854]}",0101000020E61000008C98D3E1CF244DC0817255798F5C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2881927514478,-34.7223143529921]}",0101000020E6100000CD340580E3244DC025C4F5CB745C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2887171401901,-34.7216277284193]}",0101000020E6100000A274E9AEF4244DC04EB9224C5E5C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2892759702441,-34.7209497865605]}",0101000020E6100000C4DBB7FE06254DC0F2AA2515485C41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2783378479731,-34.7416457175155]}",0101000020E61000004C241993A0234DC043F9323FEE5E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2776094417138,-34.7413118461458]}",0101000020E6100000589CC8B488234DC0B5AA7B4EE35E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.2769107790485,-34.7409943473374]}",0101000020E610000028F6F9CF71234DC0E72A1CE7D85E41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.4013016904449,-34.8369554888654]}",0101000020E6100000282592DA5D334DC04071825B216B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.4005724165061,-34.8347389120909]}",0101000020E61000006049FAF445334DC07E1084B9D86A41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.4010209959152,-34.8361169304085]}",0101000020E61000008B3BEFA754334DC040DE2BE1056B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.4008598058319,-34.833645002029]}",0101000020E61000001E2AC65F4F334DC0241822E1B46A41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.406125837943,-34.837381277765]}",0101000020E6100000490374EEFB334DC03F24494F2F6B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.4065687458237,-34.8367724312166]}",0101000020E6100000BC71D5710A344DC08822E95B1B6B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.4071037157782,-34.8360137195716]}",0101000020E61000007CAC7CF91B344DC09E48607F026B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.4776288543845,-34.8428227090555]}",0101000020E61000008B9A3AF1223D4DC014DC519DE16B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.5052189397762,-34.8421946689331]}",0101000020E610000048D4A303AB404DC076F7EF08CD6B41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.440651777758,-34.8357051769849]}",0101000020E61000008632074767384DC0BF1F2263F86A41C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.4057343062324,-34.8241755283037]}",0101000020E610000011110C1AEF334DC02F1D6E957E6941C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.3570623745075,-34.8162612546791]}",0101000020E610000021924A38B42D4DC05BEBB03F7B6841C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.4102577792834,-34.802135346511]}",0101000020E6100000CE79B05383344DC0781DFC5EAC6641C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.4099553607816,-34.8025403531237]}",0101000020E61000003AB0D16A79344DC081316DA4B96641C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.4094962152653,-34.8031537573473]}",0101000020E610000038333A5F6A344DC0A6BB08BECD6641C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.4085647217722,-34.8043933961277]}",0101000020E6100000C8274BD94B344DC04DBEE05CF66641C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.4080632924417,-34.8050583051271]}",0101000020E610000015DEFF6A3B344DC071F289260C6741C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.409458316061,-34.8014561764406]}",0101000020E610000054474E2169344DC0A47EB11D966641C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.5694007339627,-34.9342976675701]}",0101000020E610000015588D1FE2484DC0A978E310977741C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.5658164495589,-34.9327436122879]}",0101000020E61000007B3265AC6C484DC0272A8724647741C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.5622364476796,-34.9311890130843]}",0101000020E610000096B3295DF7474DC0B9CB9A33317741C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.5586523293276,-34.9296379676487]}",0101000020E6100000E52566EB81474DC0E2157E60FE7641C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.5550699379948,-34.9280843170493]}",0101000020E61000001D571F880C474DC01BD48677CB7641C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.5514896736808,-34.9265274320392]}",0101000020E61000003E45B03697464DC04BBA6D73987641C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.5479079255929,-34.9249729976652]}",0101000020E610000003D2CED821464DC0D453E383657641C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.5443250291299,-34.9234204854713]}",0101000020E6100000EB404B71AC454DC022C778A4327641C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.5407417018416,-34.9218687655855]}",0101000020E61000001D7F2A0637454DC067B2B3CBFF7541C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.5371606124183,-34.9203136374543]}",0101000020E61000009784CFADC1444DC0ED7657D6CC7541C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.533580115299,-34.918757691624]}",0101000020E6100000A1806C5A4C444DC09E3C1FDA997541C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.5299998676775,-34.9172014677547]}",0101000020E610000090472109D7434DC0C4EC91DB667541C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.5264180529536,-34.9156478246014]}",0101000020E6100000D7BAB0AA61434DC084A8AAF2337541C0
Alineacion AT,"{""type"":""Point"",""coordinates"":[-58.5228356594552,-34.9140952064768]}",0101000020E610000078456547EC424DC0C89F5C12017541C0
